-1.000000000000000e+00	-1.000000000000000e+00
-9.900000000000000e-01	-8.551803929624994e-01
-9.800000000000000e-01	-7.204462747999995e-01
-9.700000000000000e-01	-5.953917023874998e-01
-9.600000000000000e-01	-4.796199935999997e-01
-9.500000000000000e-01	-3.727436328125001e-01
-9.399999999999999e-01	-2.743841763999997e-01
-9.299999999999999e-01	-1.841721582374996e-01
-9.199999999999999e-01	-1.017469951999992e-01
-9.099999999999999e-01	-2.675689266249937e-02
-8.999999999999999e-01	4.114125000000046e-02
-8.899999999999999e-01	1.022819339125007e-01
-8.799999999999999e-01	1.569911552000005e-01
-8.699999999999999e-01	2.055864994875007e-01
-8.599999999999999e-01	2.483772364000006e-01
-8.499999999999999e-01	2.856644140625004e-01
-8.399999999999999e-01	3.177409536000004e-01
-8.299999999999998e-01	3.448917436375005e-01
-8.199999999999998e-01	3.673937348000002e-01
-8.099999999999998e-01	3.855160342125003e-01
-7.999999999999998e-01	3.995200000000002e-01
-7.899999999999998e-01	4.096593357875003e-01
-7.799999999999998e-01	4.161801852000001e-01
-7.699999999999998e-01	4.193212263625000e-01
-7.599999999999998e-01	4.193137664000000e-01
-7.499999999999998e-01	4.163818359374999e-01
-7.399999999999998e-01	4.107422835999999e-01
-7.299999999999998e-01	4.026048705124998e-01
-7.199999999999998e-01	3.921723647999998e-01
-7.099999999999997e-01	3.796406360874998e-01
-6.999999999999997e-01	3.651987499999997e-01
-6.899999999999997e-01	3.490290626624995e-01
-6.799999999999997e-01	3.313073151999995e-01
-6.699999999999997e-01	3.122027282374994e-01
-6.599999999999997e-01	2.918780963999993e-01
-6.499999999999997e-01	2.704898828124993e-01
-6.399999999999997e-01	2.481883135999993e-01
-6.299999999999997e-01	2.251174723874992e-01
-6.199999999999997e-01	2.014153947999992e-01
-6.099999999999997e-01	1.772141629624992e-01
-5.999999999999996e-01	1.526399999999990e-01
-5.899999999999996e-01	1.278133645374991e-01
-5.799999999999996e-01	1.028490451999991e-01
-5.699999999999996e-01	7.785625511249909e-02
-5.599999999999996e-01	5.293872639999903e-02
-5.499999999999996e-01	2.819480468749897e-02
-5.399999999999996e-01	3.717543599999040e-03
-5.299999999999996e-01	-2.040520073750098e-02
-5.199999999999996e-01	-4.409067520000104e-02
-5.099999999999996e-01	-6.726113516250101e-02
-4.999999999999996e-01	-8.984375000000103e-02
-4.899999999999995e-01	-1.117705085875010e-01
-4.799999999999995e-01	-1.329781248000009e-01
-4.699999999999995e-01	-1.534079430125009e-01
-4.599999999999995e-01	-1.730058436000009e-01
-4.499999999999995e-01	-1.917221484375009e-01
-4.399999999999995e-01	-2.095115264000009e-01
-4.299999999999995e-01	-2.263328988625008e-01
-4.199999999999995e-01	-2.421493452000008e-01
-4.099999999999995e-01	-2.569280082875007e-01
-3.999999999999995e-01	-2.706400000000007e-01
-3.899999999999995e-01	-2.832603067125006e-01
-3.799999999999994e-01	-2.947676948000006e-01
-3.699999999999994e-01	-3.051446161375005e-01
-3.599999999999994e-01	-3.143771136000005e-01
-3.499999999999994e-01	-3.224547265625004e-01
-3.399999999999994e-01	-3.293703964000004e-01
-3.299999999999994e-01	-3.351203719875003e-01
-3.199999999999994e-01	-3.397041152000003e-01
-3.099999999999994e-01	-3.431242064125002e-01
-2.999999999999994e-01	-3.453862500000001e-01
-2.899999999999994e-01	-3.464987798375000e-01
-2.799999999999994e-01	-3.464731647999999e-01
-2.699999999999994e-01	-3.453235142624999e-01
-2.599999999999993e-01	-3.430665835999999e-01
-2.499999999999993e-01	-3.397216796874997e-01
-2.399999999999993e-01	-3.353105663999997e-01
-2.299999999999993e-01	-3.298573701124996e-01
-2.199999999999993e-01	-3.233884851999995e-01
-2.099999999999993e-01	-3.159324795374994e-01
-1.999999999999993e-01	-3.075199999999993e-01
-1.899999999999993e-01	-2.981836779624992e-01
-1.799999999999993e-01	-2.879580347999992e-01
-1.699999999999993e-01	-2.768793873874991e-01
-1.599999999999993e-01	-2.649857535999991e-01
-1.499999999999992e-01	-2.523167578124990e-01
-1.399999999999992e-01	-2.389135363999990e-01
-1.299999999999992e-01	-2.248186432374989e-01
-1.199999999999992e-01	-2.100759551999989e-01
-1.099999999999992e-01	-1.947305776624988e-01
-9.999999999999924e-02	-1.788287499999988e-01
